M/Z,Intensity
599.1784,37.4267
548.5623,99.069
580.8218,35.2431
558.6579,88.8786
531.4969,95.9371
568.5067,32.8714
540.8091,41.6375
591.2677,59.0487
585.1535,41.4007
520.9731,38.7431
535.4958,93.7977
532.5376,76.611
512.2832,90.3014
506.0218,76.683
527.8125,81.095
508.562,40.6378
581.8043,55.1243
552.0247,25.1979
537.6703,4.2074
579.3698,49.4812
575.2168,75.7347
538.3646,91.6166
507.5608,31.8095
526.9712,89.8348
586.464,1.8685
500.3273,19.1563
516.6426,97.8323
539.8453,27.0315
561.3831,1.4922
598.6403,2.0046
514.2209,68.9
534.879,9.8321
588.3577,32.1203
501.7005,73.7313
513.0408,26.8381
519.9229,14.8486
504.5061,52.889
586.4957,76.61
503.8199,4.2291
504.0714,11.3271
573.9732,87.6706
585.7423,3.1629
528.1809,67.26
513.9063,27.0907
554.2802,97.4838
575.157,13.3368
509.8456,24.7107
540.0718,86.1713
572.7214,76.6202
548.5627,36.224
552.4075,16.6953
522.3226,16.1531
564.6243,30.1065
552.2582,68.3958
583.1761,46.1037
536.6533,90.8266
528.5699,10.7944
556.773,87.598
584.0861,23.7528
525.2566,97.21
599.3397,12.2911
508.553,39.8587
507.9513,60.764
585.622,6.5316
567.3993,72.8146
579.8923,47.786
548.2317,45.915
500.6657,23.6608
505.0729,81.6906
538.2423,37.9586
556.2061,21.4136
510.6491,12.9709
569.7616,33.4533
560.4284,31.4272
502.8804,2.9618
534.9327,74.0209
531.4055,89.0926
518.1229,92.1448
572.3546,80.0189
538.4007,9.7932
595.7009,38.4184
572.7273,77.1403
524.7147,51.7028
587.1041,97.3634
569.7027,2.2919
537.4335,91.7847
582.4763,16.7104
514.1568,94.7726
510.7548,46.69
504.9261,47.6894
597.2653,70.1766
529.6955,34.7717
571.973,38.3535
552.0772,2.8496
580.9513,48.7075
578.7873,40.653
577.4163,77.0593
576.9558,81.2266
586.5201,39.0561
552.4141,31.9374
514.7873,47.6866
557.5321,6.5917
506.6876,18.1029
549.8675,76.3734
530.9398,92.8818
567.0628,4.5327
594.8699,36.055
595.2875,5.0427
524.8409,52.0006
528.5168,45.9839
569.2288,51.1676
531.9485,72.0
564.5532,95.2365
547.0106,73.976
597.368,84.9229
542.7937,15.9974
523.8945,47.4508
593.3324,83.4257
598.2819,95.5924
555.6997,63.6314
556.4741,74.9624
554.1942,83.93
535.2173,10.6709
581.422,74.048
540.8937,28.3973
571.8723,64.4615
579.5641,38.0833
535.9934,75.18
540.47,75.2328
511.7646,69.4005
,
508.6653,17.8497
540.0724,84.3363
546.5149,64.8949
535.7947,25.6006
504.2273,94.5215
549.0327,61.8172
584.7745,40.654
529.2759,87.8469
568.1253,80.9015
538.8438,65.1627
577.5724,98.163
533.833,94.7129
556.4387,55.1971
537.7667,57.4066
589.9383,4.2187
586.497,9.4536
532.7098,92.2824
535.4417,60.919
545.7518,37.1511
514.2986,45.9926
584.6076,62.9319
505.1436,41.919
523.8894,56.4395
581.8235,81.1109
559.491,76.943
526.2779,36.0605
542.6869,70.3053
539.5362,79.0417
504.0253,64.884
540.3837,43.3128
518.84,16.1737
577.7331,88.2607
583.1751,22.4608
538.8386,91.2324
567.5316,84.7298
525.4855,92.6559
508.4743,92.4513
590.6297,97.061
542.8414,75.4337
542.335,62.8447
577.5975,49.8377
,
510.3786,61.0048
514.7843,14.2444
526.4895,17.7046
552.3463,24.193
523.1089,60.4285
502.7943,3.1667
557.9976,22.824
585.9581,75.381
553.6382,14.7403
502.3625,81.3039
586.7275,87.2908
531.6034,48.1425
550.9926,46.4057
521.3933,74.5584
581.0583,61.6124
529.4266,7.058
546.3716,54.6963
564.8283,47.5572
557.8782,4.4971
512.7203,45.8824
555.9034,87.7463
523.6447,24.5012
,
598.949,41.5308
580.9072,89.6169
591.9933,77.9222
514.7832,70.5354
511.0872,37.0506
598.1743,7.455
581.6488,52.049
532.3585,14.8642
572.7482,7.7496
550.8762,58.7953
564.1318,5.0595
524.483,28.6073
513.2038,92.1328
540.4002,89.0288
541.7931,37.8601
508.3588,81.526
501.9745,18.4229
510.4427,48.7116
567.8664,71.6425
522.1087,36.9877
539.1598,68.514
544.6117,17.2996
542.4774,58.47
550.7484,62.4406
550.6071,25.8668
,
576.8263,35.8932
588.551,28.0139
596.0986,61.0542
510.733,89.695
575.5729,32.1417
563.1886,85.9633
511.933,5.8572
528.6536,8.1545
578.9618,99.5335
532.9908,66.4849
554.8947,22.5949
511.7186,43.124
567.5153,67.0224
551.2186,21.5019
593.5793,9.0771
552.0049,29.227
522.5641,19.5312
575.0762,30.4551
586.7874,14.9878
596.49,72.5497
521.6637,12.1794
537.6764,54.2019
519.9481,12.7856
585.7025,61.7815
523.3406,98.2389
512.8014,59.7859
501.0522,42.964
558.2059,63.0104
532.8277,32.8283
541.6361,26.0162
581.2202,90.3554
531.084,53.5922
580.3502,47.846
568.5006,76.1076
531.2374,52.7188
552.0515,17.0878
565.9604,75.2867
555.1024,93.0249
529.7359,31.8638
593.626,20.8999
585.5573,66.1838
536.0481,43.9742
582.6977,86.7588
567.5415,27.0491
565.8719,76.5654
538.5767,72.7108
586.9064,7.7586
535.7461,58.0025
509.7133,51.8273
566.4869,98.0658
573.3788,1.9507
567.3117,64.8809
551.4097,18.4071
520.2037,82.9183
598.9273,70.5447
532.6898,29.0977
590.9064,48.5754
502.6923,7.5523
594.9875,47.9441
566.1663,36.1862
585.7655,12.6245
535.5194,41.6344
586.9258,56.674
560.3263,18.8046
575.4908,52.6671
522.913,23.35
592.6165,12.3206
520.2811,34.2626
550.2213,29.4767
537.76,84.5993
555.2564,47.2592
538.8235,49.5723
561.1548,3.6289
,
538.3216,55.767
500.1304,97.322
514.1237,56.3857
500.9445,82.0519
547.0043,47.1747
581.1518,16.6708
593.068,26.8779
504.5457,58.6897
523.1739,57.2931
557.092,86.7168
536.5867,87.8101
587.7082,80.3787
591.0552,53.1949
538.7273,22.3182
585.1254,2.8685
508.6965,4.2397
539.5881,76.6294
543.2836,67.289
544.5059,56.9893
585.6048,63.4798
530.5357,56.1383
515.3445,94.9784
506.4004,36.4668
555.0711,49.165
552.4446,52.9944
567.7489,62.1089
550.2857,38.9283
591.8555,31.7462
574.9489,54.947
544.2782,56.6586
593.829,9.9204
509.6486,71.4558
546.477,39.1223
515.8972,94.9517
514.0281,53.8737
507.7064,58.68
563.11,1.1714
572.067,49.9348
532.1862,84.4992
555.5646,40.6088
582.3959,6.7515
579.5178,57.7075
584.663,4.1707
557.8608,75.158
581.9624,89.176
546.1483,19.3198
520.8893,57.5964
554.5803,15.1542
588.8942,72.8666
507.2096,13.9145
528.1374,86.9319
590.2158,80.4807
523.9867,35.7006
536.9577,27.7931
516.2709,64.9911
515.9208,41.2673
536.2854,90.8706
536.5958,70.3205
559.8288,79.6723
533.6587,46.0914
539.4641,39.5919
519.6234,87.7638
597.9174,75.8219
599.3492,50.3541
585.3932,51.596
527.7665,65.7373
566.9006,82.5912
537.1121,24.0909
562.6014,41.1259
531.1932,85.0661
,
573.6431,99.7425
581.9619,6.1199
586.0698,87.3509
,
579.458,40.4763
,
554.6817,69.6045
575.5507,45.7746
517.3455,94.146
585.9903,60.3379
518.8584,44.0368
532.2953,53.49
564.2807,42.6753
535.8709,61.34
596.853,84.8744
597.9895,15.4862
560.8344,81.0115
571.4134,52.7697
551.8387,42.9392
521.8645,97.3253
538.6281,47.8512
560.2718,31.0873
545.4711,56.3697
516.4364,50.5143
513.1306,30.4308
541.1231,11.3153
599.1755,82.1046
588.6835,30.5404
542.3649,21.6846
523.0911,77.317
593.8681,20.5916
562.4238,50.8456
531.0636,28.0044
520.49,49.3468
535.19,72.2862
564.7774,67.0255
533.9432,33.0155
562.5288,14.3509
541.0379,29.4935
547.7056,60.7007
551.103,69.8705
573.7879,15.3498
581.3608,46.8947
532.5438,90.7526
584.0284,70.2151
557.4401,26.304
544.5533,84.5385
519.1038,57.9492
562.1504,62.3466
545.6044,99.5037
538.2655,61.507
585.6921,54.1807
587.9374,67.8275
515.6969,88.0936
544.7518,30.5128
584.4912,47.2567
513.5693,94.6176
594.0164,92.1016
598.7942,82.9905
515.0461,58.4025
544.8501,54.4143
539.2934,61.2057
550.095,95.453
547.8958,71.2422
504.4595,76.3848
569.7824,62.7083
500.5429,5.2862
570.4701,30.7022
563.8114,28.0916
525.7936,76.2096
514.8077,24.5289
513.2724,73.5702
511.9011,3.4295
539.7033,86.0305
583.9572,11.8669
537.3557,87.5267
,
566.7769,1.9188
576.9433,14.967
558.1855,4.0807
530.127,97.3538
513.4213,74.9424
532.4984,36.2619
509.9862,1.8226
539.2209,43.7275
561.2179,14.008
500.3004,31.1092
526.9579,47.9729
567.6059,73.5904
531.9855,68.0212
527.1174,56.121
568.0993,57.2559
562.5214,19.4628
589.6616,94.0535
,
570.5994,4.7424
577.199,6.6633
504.9372,59.5851
545.6032,15.1386
562.8812,80.4607
587.4768,7.6876
575.4001,43.4737
537.3865,35.5248
533.07,3.5395
529.854,38.6321
565.4924,94.7364
510.5201,80.2711
590.5535,65.7181
531.6037,84.1836
522.2707,19.1366
542.2009,15.7527
540.5952,50.8058
537.5995,16.1493
,
585.9544,57.3956
585.7247,6.5789
521.4391,76.3553
593.1776,51.4978
,
552.801,2.1204
595.8658,28.1072
514.2919,1.9525
520.4445,92.4026
533.0047,1.1988
560.1242,69.1053
531.3755,70.0335
524.895,58.5383
587.9549,10.3181
583.8134,7.6212
501.9601,54.4635
511.7309,71.6951
509.9723,83.1458
507.0224,42.4076
563.5869,54.5277
527.5882,51.3502
500.8626,81.8736
551.3574,99.8144
551.5075,14.7439
553.7089,51.4221
551.6856,78.0046
553.0645,52.1359
525.8675,33.1556
549.4839,50.2826
536.5368,46.9525
567.3836,22.2699
568.0587,98.2425
550.3121,66.5093
502.5438,83.1833
587.3077,2.9609
531.7018,19.2912
580.9893,99.0794
509.2759,63.1476
524.8501,8.9366
558.9729,75.1526
582.9609,31.1741
557.8223,5.6635
597.5491,18.5083
518.8304,84.927
540.6509,92.7749
,
534.2725,19.4187
523.3792,25.2605
500.1111,9.1664
554.8135,62.4152
504.7165,61.4605
590.3556,48.5255
534.0589,77.7799
502.5503,76.4303
584.647,13.1504
524.174,75.9288
565.423,43.8287
598.474,60.3397
572.4924,7.0452
586.4173,39.6545
574.3519,6.736
590.7829,28.0771
585.6886,37.0554
521.9875,40.4187
533.0105,61.8433
564.897,16.784
563.8605,53.3112
537.5618,22.1434
551.5067,97.675
554.6167,98.566
554.6372,55.3497
573.2251,11.0419
552.2659,70.9501
569.1073,66.6453
513.0601,75.204
519.6902,18.2866
570.4278,43.3578
572.6563,11.233
525.9865,83.2788
542.5092,19.8111
583.6987,56.404
583.1953,90.9734
505.7883,75.4242
581.8787,41.172
558.7469,27.0202
585.4659,94.4124
532.9656,5.721
571.205,35.2306
584.6304,3.6888
510.823,64.3049
548.8884,18.4889
579.4261,63.0083
537.5123,43.7359
521.8479,42.8091
518.307,28.7532
574.3799,38.8675
552.0945,64.2119
589.1874,71.5977
536.3081,67.3215
586.0598,55.9665
598.7132,45.7114
590.1401,78.7265
548.9429,88.2522
548.5273,60.2783
593.023,39.4258
517.0308,73.0473
547.8669,57.4227
561.7018,77.726
540.9072,37.4807
539.1709,48.1462
536.0233,82.7243
585.1392,62.5988
596.2223,72.8203
551.0514,88.7151
558.8,46.6245
580.5464,37.6743
507.6918,2.5899
504.1657,33.7926
544.4628,92.851
511.5001,87.8975
564.0502,70.1081
590.791,48.8701
,
570.6905,77.2447
596.1123,73.0932
587.7827,47.4257
528.7163,98.7532
527.25,49.9792
562.7129,3.7939
517.8714,46.0571
564.7085,59.0829
526.8451,15.0997
571.2702,95.4711
536.0321,47.576
529.4842,10.7851
592.6738,2.1492
579.979,7.5603
569.0256,52.1617
540.736,44.3811
552.9629,32.6684
567.3893,56.0941
512.7402,57.1514
509.6374,71.3667
542.6539,51.8083
562.7219,58.0419
572.9593,29.0046
582.5634,29.5349
581.4936,16.3888
587.3101,86.3831
530.873,42.3649
534.7875,52.7082
522.8983,81.1893
503.669,32.3501
581.5587,45.3879
572.3135,96.2729
537.9917,25.8007
512.8631,41.6512
582.8051,75.8004
,
573.0499,26.6439
547.1284,29.1553
511.2645,75.5276
535.1494,12.6526
574.6255,17.7296
549.3171,97.2019
552.3433,80.7174
587.9813,26.7109
549.7224,8.9603
512.2513,34.3839
587.9704,24.9936
515.0523,48.432
585.2731,88.9296
559.4254,54.1963
585.2509,19.0957
527.9969,9.7973
592.6976,92.3952
589.2017,96.382
526.7492,64.0992
553.5811,75.5977
541.0724,31.9481
536.7475,88.3699
523.1459,21.3123
598.8353,50.6549
575.9213,7.0809
597.4587,66.6605
531.1717,79.0478
510.7073,73.741
579.6944,98.3279
587.3225,81.4899
506.8993,27.3275
549.7218,88.8996
503.7818,9.8379
561.2457,73.3372
591.6025,71.2359
564.7123,53.2624
537.4102,48.175
508.4125,26.9716
596.1929,3.9925
519.2059,28.8342
569.8257,67.8946
502.4511,33.6991
520.3179,58.6288
524.2274,60.1342
546.7942,1.4516
544.4409,1.7719
549.3885,31.9016
518.5696,42.4386
550.5163,48.1689
524.9831,83.5786
554.8402,56.7142
514.9796,27.3302
588.4434,26.0062
521.8187,66.5337
522.4091,77.9751
578.5341,39.658
565.3541,23.1245
,
579.8321,86.8313
516.5202,36.7323
542.7404,83.4679
583.6899,56.547
588.8697,86.288
579.9657,51.0672
581.9796,8.7584
531.3483,90.7542
538.3825,23.5467
526.4907,62.4735
519.5903,76.9175
594.982,74.9456
531.1636,51.7549
568.4546,1.3003
,
535.5034,76.5039
590.1942,60.321
583.3957,69.8606
555.1917,20.0416
578.1284,28.1534
582.8149,25.5603
509.0949,10.6603
597.4408,15.3649
536.1536,81.0657
599.8319,18.0637
596.524,7.8708
585.3134,81.3168
538.0174,10.1852
541.2264,97.3358
508.8561,34.1914
587.4883,18.3313
527.7477,20.3774
557.2475,96.1893
579.6852,17.8027
559.5614,40.3535
526.3592,74.0721
566.0369,22.8004
510.3733,86.5078
569.4836,23.7746
535.6165,99.3404
550.0137,12.0578
584.7198,92.7084
,
551.4417,50.7609
558.3933,90.4392
,
557.9115,26.5314
588.9694,47.1788
527.3654,82.1894
556.1057,28.7675
576.0123,67.2331
517.1608,58.6794
501.8215,54.6235
524.7217,45.756
504.644,58.6651
528.934,19.6051
517.2051,80.4292
591.1584,78.7962
570.169,82.3208
543.8957,43.0101
511.4248,15.437
565.2724,87.8873
579.1042,84.3206
535.9127,70.7184
531.2304,10.8773
531.2246,1.7846
556.1367,49.3447
507.9613,24.9539
541.3464,35.5618
549.5979,25.1058
528.2893,35.536
528.9032,1.4618
545.1104,87.4541
508.104,47.8581
,
597.7839,66.9859
595.509,58.7406
547.5803,22.3055
500.7672,35.2131
532.4211,6.3948
596.7774,43.6802
572.5238,85.35
521.7638,28.9287
506.7619,80.7229
582.2585,35.8338
587.5118,54.2633
592.6597,89.1252
561.2656,95.3471
529.6189,69.8844
505.7832,98.3116
530.2453,22.8567
549.0565,59.2137
551.6867,18.9122
572.3157,18.0124
567.6514,60.4002
573.2569,98.667
595.543,34.7092
,
515.1767,21.9562
584.8494,34.9733
586.1023,16.3825
563.7301,79.8089
510.5057,16.5741
565.1101,5.1824
557.4161,77.0557
520.7916,53.0652
518.6702,97.5954
521.229,60.8061
529.2711,55.6067
533.4102,38.4333
537.1674,80.4056
534.3211,72.9514
588.7722,14.5048
538.1403,37.5147
586.6966,69.0863
552.3996,17.1442
569.0229,40.2319
527.6776,85.3252
532.1213,4.8096
551.1716,39.4754
527.4218,43.7662
551.7395,36.4182
556.4136,44.163
587.8315,74.7597
524.6016,24.099
594.1619,76.903
557.5898,69.7521
580.3349,4.1396
537.784,67.6937
514.0069,84.7084
580.9782,91.1638
567.9528,48.3419
510.4316,74.8962
531.5888,95.8789
597.1312,49.6568
513.2339,18.8181
547.4676,99.0131
579.9852,38.3358
592.7101,39.1845
535.8267,22.4847
511.3311,17.7309
517.6947,11.256
511.9763,55.8721
578.2321,21.7203
539.2084,31.6502
549.8804,98.3791
590.2905,67.5826
559.0713,97.6209
538.5084,59.4463
504.4649,39.5054
529.6531,50.5329
599.9987,79.5074
587.0682,62.663
586.191,98.5191
503.295,5.5941
537.9127,27.3834
559.9464,63.7834
536.8957,98.3903
572.7547,68.7123
517.7227,91.401
558.7664,89.4643
542.3112,89.8846
504.715,64.3588
584.4103,60.6093
590.372,81.334
598.1815,28.0145
574.3867,32.6551
555.2242,53.6724
566.5382,99.2947
580.8863,12.8129
518.5179,18.4441
587.0184,29.5018
513.6117,64.0975
,
586.7024,17.3885
519.142,28.1897
517.4482,23.7588
591.6302,63.1358
517.824,68.8286
537.3504,68.8337
555.7555,62.399
559.567,93.0577
508.3445,51.2543
574.2366,24.8686
561.4609,4.2283
514.5508,27.4686
592.8524,63.5785
508.7225,89.6223
566.0443,9.7855
553.6853,87.6828
573.9851,31.7918
596.521,83.0157
565.6304,56.4598
574.9658,21.5748
557.0878,68.6905
594.8417,92.0435
545.9287,76.4873
565.2894,26.0472
547.1623,60.0264
596.1689,35.7236
572.6736,75.6271
549.5363,25.1517
553.8703,80.464
507.0925,97.2452
505.9298,73.7611
575.3218,54.3389
570.1934,23.8755
543.3698,35.0842
547.9415,10.3861
502.3947,34.1292
517.4431,82.8153
552.862,32.1566
581.3825,89.0251
539.4243,92.9889
548.4727,87.1202
553.1418,32.7856
573.1029,25.3612
580.0171,1.38
545.3131,24.9688
520.3177,76.5446
597.3239,3.0373
521.0714,23.0515
527.086,13.3822
529.146,99.7439
508.76,35.8778
580.4145,5.5801
521.4646,15.0522
565.9533,13.6372
546.4066,46.336
569.4454,19.6795
560.5992,24.3357
505.8822,52.8348
539.6598,29.3361
579.527,39.6397
536.1686,87.6888
534.656,1.291
541.1257,37.7931
562.4207,54.0892
550.24,39.2801
574.9122,66.518
570.3942,10.8282
587.3019,28.3858
598.2999,27.7349
516.2683,7.5583
531.9618,24.4339
514.1585,3.736
504.9137,85.1691
573.735,45.4523
546.3232,96.6031
501.1112,65.7261
581.8037,94.9011
579.4036,29.905
591.5297,73.9054
588.9498,35.4279
,
556.5249,52.2744
578.6319,2.659
509.1864,19.7944
592.7912,80.8182
521.2825,91.2397
509.6578,68.0894
590.3762,70.4952
505.6393,1.5472
532.0155,95.2225
521.7249,60.0975
505.6357,15.4892
563.739,8.5136
512.0055,91.0373
569.5078,99.1243
516.5032,54.8531
515.0025,15.0488
502.1257,26.3922
509.9797,59.7498
521.9414,62.8504
566.9411,1.2514
564.9856,91.2584
567.065,67.2347
586.7365,19.1676
500.7685,21.5016
599.5257,13.0075
572.1001,77.8478
508.5647,63.2609
562.7887,31.1603
556.688,66.8267
576.0267,42.6336
501.1288,77.8282
548.2425,18.3175
538.1757,30.5457
544.5979,77.7572
522.0009,6.1183
586.4854,41.3591
590.7908,97.7184
598.0911,89.9367
535.5424,93.3901
595.818,41.1448
515.9966,52.3179
547.3787,90.6824
564.3857,71.2453
546.3657,24.0852
570.6865,97.7727
563.4137,98.4868
567.2043,96.8539
580.6699,80.4473
575.9626,76.5496
548.5666,23.8652
589.7872,46.4557
592.9683,4.3392
577.8911,69.745
587.2073,81.3564
567.7511,24.304
514.8933,79.8909
596.2538,16.9212
525.7061,77.409
544.1506,83.7234
514.6398,54.7662
555.071,60.8377
508.3705,97.5512
520.084,68.0657
586.533,33.5064
531.2809,84.8768
533.5405,60.6144
581.3514,37.3265
557.9313,16.7089
568.7701,17.3549
528.5902,44.0416
543.217,87.2423
569.6125,80.0886
524.0391,87.3816
533.6234,21.1422
508.3298,57.8219
570.434,86.4564
502.7827,47.3086
524.07,49.2964
513.6414,73.9555
520.1347,79.976
512.5901,98.7869
571.9235,46.9097
570.6664,68.4001
519.149,94.6059
544.985,87.7395
534.0683,70.2035
577.2421,60.5583
552.8253,34.4973
575.895,59.4146
547.575,92.3117
594.7158,24.6314
516.7881,44.168
520.8457,48.3076
564.2491,56.1602
,
588.3551,87.0942
572.8129,48.5303
592.6443,15.0353
523.4085,44.7397
524.1522,84.7191
566.8698,96.1822
547.0673,68.6371
560.0916,93.7064
521.0028,44.1867
578.4471,61.5346
530.146,61.2333
542.8972,73.5788
510.3116,54.1576
509.802,70.289
522.3906,36.0854
580.545,52.0867
556.622,12.5036
593.2874,78.974
586.2276,9.9682
504.4859,23.0268
540.9351,93.6292
557.1087,57.6352
511.9727,43.5188
553.6154,56.9252
523.2697,14.6715
594.209,30.5038
568.1331,99.0202
512.1651,87.0124
589.718,24.5146
565.8811,81.8684
592.0709,46.4773
567.7435,3.8388
575.0496,86.196
591.9707,15.4484
547.3759,1.1911
562.1268,82.7655
593.6452,17.7163
544.7284,70.0485
548.5064,65.5851
557.5156,67.3424
530.0481,88.5343
587.4981,81.4903
563.4695,20.04
516.7786,78.5569
526.7363,40.7767
525.4667,54.8197
,
517.8035,94.1342
,
570.2522,36.3037
507.0885,30.0197
587.4878,55.2696
555.5684,13.0929
558.0615,67.1378
593.0379,27.0702
,
553.1824,78.7387
564.0288,40.8473
554.7252,80.2699
512.0133,25.5614
514.0723,85.434
561.9025,49.2669
560.6878,95.6406
526.7714,60.5838
564.709,3.267
536.936,41.6447
592.7564,75.0942
555.5229,45.2965
569.2799,16.0906
556.1009,7.3502
569.8845,38.0886
,
513.5232,11.3341
526.2934,9.4966
566.8024,62.5414
549.8985,47.9088
587.8474,93.7568
542.9317,95.1922
541.9184,3.6761
560.9918,75.3767
519.5979,36.0235
,
594.7808,35.8311
528.2084,24.4462
512.6553,76.5176
580.0345,98.2866
562.1201,94.8633
515.2883,55.3056
518.8805,67.3565
579.1363,38.7479
573.7787,38.912
547.7066,16.9631
507.8744,62.5123
563.0134,80.5432
598.0351,52.2056
583.451,17.9854
578.9206,87.1548
588.9417,77.8233
570.707,30.9424
529.7581,11.2964
508.6879,34.0084
518.0755,32.1942
544.4873,40.8223
554.1316,68.4858
543.1407,42.1176
563.7803,23.488
582.9558,82.8859
506.2926,69.3632
538.5207,26.1199
543.92,86.9721
574.4556,13.3091
536.7181,30.5673
516.0005,74.5492
513.7713,44.461
505.992,90.1674
568.4336,52.4685
516.8938,29.6583
532.0882,15.0172
570.1651,24.3275
560.0641,20.6189
567.9147,17.0114
528.8255,41.7348
546.6752,38.5862
561.8216,28.6237
517.8798,49.2458
596.2056,5.572
560.577,20.4231
569.3537,29.729
565.1934,9.2318
590.7346,2.1013
510.2718,61.253
561.535,93.6932
509.8719,62.9339
547.7851,94.7745
552.7734,47.7258
589.7388,30.2596
506.22,94.8714
538.091,7.1895
593.9827,83.6952
559.0053,26.4553
531.5861,26.1145
541.1578,15.8734
582.853,82.3082
568.1385,40.0265
547.6824,46.6258
520.7454,38.3807
524.0093,44.2955
584.1274,51.1445
520.6335,84.6172
519.1045,39.264
500.3653,7.7659
561.3052,80.6105
559.7211,16.0821
550.7056,23.8209
507.6178,72.6106
574.0811,9.4665
580.4217,17.4835
516.4702,41.7441
532.4533,80.5374
549.078,41.1891
592.4076,42.7217
556.5432,20.9483
557.0452,52.3354
504.6747,43.9127
538.243,39.956
581.6543,72.4328
529.6817,91.7986
501.8109,55.8705
531.8488,75.1639
541.7436,80.6002
535.4067,88.9562
533.484,91.0642
539.0009,96.8646
518.1023,98.4122
589.9964,37.0864
562.2682,69.8335
517.6692,75.9058
531.3821,92.5869
581.0405,63.055
592.5904,48.4169
534.226,94.9389
562.6723,8.7688
591.2221,37.0636
595.4614,21.3149
570.2785,75.61
590.1197,90.5812
574.3263,44.9578
548.1927,70.2189
523.0677,31.5617
533.732,57.7031
534.1392,74.4988
594.2468,67.8414
555.675,44.1952
539.3272,55.5572
579.3529,72.8609
501.7665,51.3565
591.902,49.8544
548.9251,5.8267
553.1123,82.4671
517.6456,81.2995
547.6964,37.6551
577.4362,30.948
569.004,65.8697
563.3525,54.5408
514.6036,57.9825
528.5362,22.1015
571.6462,10.1457
533.2203,13.4215
598.4498,55.8646
506.7668,57.0254
577.0478,29.6954
504.5755,34.0556
561.5968,99.5616
543.166,83.4704
529.9834,45.9832
542.2907,69.5409
545.821,15.2482
505.4745,2.67
531.3527,66.9251
514.8193,31.9076
535.8962,53.6575
587.6608,33.9422
,
521.9837,8.6018
558.1498,62.4132
586.6731,23.233
520.4572,84.4092
551.0358,34.1261
532.6284,61.3126
528.4036,21.5255
537.078,50.7049
578.3543,89.115
591.0503,1.5928
552.489,57.6649
544.6,31.5456
594.708,16.4789
528.3876,85.347
513.5437,67.0743
587.1996,68.5829
589.4446,98.2328
508.6979,84.3625
530.2769,18.2611
568.075,63.3085
556.7652,23.693
550.3232,3.2132
548.0189,58.1617
502.9793,1.1382
539.7341,62.0185
578.9195,7.9184
530.9473,34.8965
562.1477,95.4191
542.7524,77.7074
581.5243,59.124
530.249,66.5386
583.1351,4.9632
584.2189,94.3692
581.0282,94.4692
592.6374,80.075
588.0082,86.6169
590.4853,4.6924
575.9083,2.7815
538.1043,33.2032
566.2237,88.5525
500.9653,51.3575
576.6209,45.0397
535.906,78.0214
506.5479,47.1506
516.38,97.6373
506.6816,23.6606
517.7809,68.6852
589.1679,44.8721
590.4536,64.2449
532.559,51.042
557.8426,93.8802
,
542.591,61.1348
520.5972,14.826
584.7371,99.8337
582.1449,84.9317
506.2966,24.1032
552.6274,43.9449
551.8647,24.8828
569.1547,59.0348
570.8463,37.453
582.6958,25.6368
582.6442,55.8197
538.4648,3.1341
590.7474,84.2824
540.5078,33.6953
598.7056,72.2829
526.1885,18.0937
589.2931,68.8221
560.1406,62.5665
579.6064,29.8257
539.1597,32.8041
554.8169,25.7344
571.8415,56.2105
563.4116,51.4105
539.3439,90.2485
560.908,97.4476
516.5495,64.359
506.1415,55.6174
