M/Z,Intensity
539.0654,14.6775
581.86,80.128
584.054,29.4302
555.94,3.1019
532.7688,83.6283
532.9102,62.8428
559.231,1.1994
516.8713,47.2606
568.0367,76.0753
576.8682,54.7786
569.6427,97.385
591.0137,87.2279
516.8166,83.9007
,
533.3606,12.2638
554.5825,51.4718
534.5827,94.5673
558.3099,5.915
582.309,4.9056
528.3147,70.2528
511.1541,35.9117
539.0157,38.9186
599.9471,57.7858
556.0953,65.2953
554.7765,44.0784
537.4533,31.352
591.4588,60.7721
564.9143,74.5997
567.7031,47.5506
,
565.1993,76.1797
535.8402,59.7875
540.7948,46.8976
,
563.9398,71.2096
539.6031,70.2077
584.8958,17.129
548.0017,80.0708
592.2441,72.3703
549.3746,87.8241
505.4285,8.3241
591.4398,33.7162
582.8836,72.1072
519.4254,10.0738
581.5569,47.8695
512.0454,95.0294
505.3045,65.3738
541.2099,71.154
584.3836,84.4837
546.954,48.7453
535.6443,25.6498
529.9637,70.7082
525.3726,85.7221
577.8151,83.0568
521.7234,24.3665
580.216,48.6468
579.6725,51.3665
591.3857,82.9077
546.9028,91.9368
580.2093,42.1588
514.7912,8.0712
540.2779,75.7188
560.9978,65.1772
574.9423,68.5377
538.8155,47.6232
516.3001,48.2625
542.0779,83.7198
520.5722,23.4856
592.1549,38.972
565.558,76.8759
568.0428,74.6221
594.8083,18.9885
511.0213,98.0494
508.7443,85.7009
550.6355,61.0282
594.1338,73.2102
522.8363,51.2617
520.6318,7.5989
554.0365,60.2867
558.9407,21.5484
573.6216,34.4623
522.8976,55.3714
563.3293,85.655
556.3981,67.0524
517.6537,67.4901
591.1858,68.5111
511.111,98.0472
536.2087,1.2048
569.0684,16.6052
540.0473,62.1622
588.1241,63.1128
533.5462,88.2745
537.2775,77.2828
557.8343,47.2284
534.4887,46.6413
531.374,78.4984
585.3801,72.9469
584.9775,73.8741
585.2422,34.7766
564.1126,76.9846
514.9257,31.2892
540.6763,31.1824
500.3894,95.0782
541.6772,88.7609
576.1812,99.1503
586.7954,36.6479
505.4709,77.4145
550.9829,67.9107
589.452,79.3465
578.6758,62.8553
520.4422,78.7895
539.8605,44.9803
596.5902,63.6283
505.1076,17.5972
524.964,48.8526
530.653,97.3221
545.0117,44.0051
502.4565,75.0638
583.6724,71.7941
535.2474,77.1376
574.1907,46.3161
571.3584,47.9024
559.382,9.795
560.4771,68.4194
560.182,86.7254
528.3719,38.5411
598.6697,68.4399
527.5002,62.5891
586.0854,14.4593
547.7052,13.9701
569.717,34.0355
515.0291,82.1867
556.3436,27.81
595.0805,91.7265
525.374,89.2582
503.0163,93.4386
589.7431,74.3293
513.8008,32.8758
594.9919,27.5963
522.9704,91.4362
503.5581,20.9342
562.7048,22.3262
502.8703,77.256
587.5465,2.3154
536.5582,65.3819
516.5922,32.6762
553.1318,60.5606
503.7526,16.8223
,
567.6332,87.039
516.1324,4.9213
576.442,3.1715
550.3589,54.6799
522.1019,41.3202
565.0539,16.1883
553.5635,17.2556
500.2244,63.4003
538.1772,22.6354
599.8909,23.1256
517.4714,33.5271
553.3102,18.1032
575.3535,67.6685
576.6906,35.7751
576.57,6.9215
524.8067,91.975
552.0372,34.2209
546.4691,74.1547
564.9342,17.3451
531.5906,34.7544
595.6236,2.2038
533.1065,24.5953
540.2594,74.2068
,
572.2532,31.0985
502.743,76.7637
596.5234,55.3754
596.6091,60.005
558.3816,89.9199
577.4312,31.5695
586.7924,12.5211
559.4166,66.1058
536.6933,92.0398
513.9751,87.3342
587.5408,10.6625
511.7089,69.8679
548.1382,41.0646
526.9258,68.2797
599.1934,4.6631
565.5783,93.5325
,
593.9379,63.6842
563.8294,38.1232
,
576.3251,77.8788
577.6436,50.282
559.0246,90.6582
594.4913,60.0295
590.8056,29.9933
500.9096,83.7942
506.7266,63.9369
526.4331,79.1082
591.0266,2.6632
539.8351,96.4319
512.5429,34.0303
,
512.1691,14.3634
561.3283,44.526
506.4052,23.8629
597.2179,34.3909
577.73,22.0396
523.289,11.0521
549.3632,5.632
561.5011,33.2761
573.1986,63.1552
581.9022,20.2805
542.9084,71.0578
582.1101,11.872
542.9945,3.4164
501.7725,75.4041
595.6792,45.2936
526.6733,33.0649
507.0812,78.8982
585.2479,80.7692
562.4761,78.8836
,
529.9188,50.0894
542.2678,31.3567
551.5604,49.2417
568.4644,48.0507
586.4893,47.2544
550.2208,2.8146
522.532,51.8743
555.1489,8.2412
597.3835,15.5219
542.1601,66.7214
508.7241,83.6068
588.1633,6.0944
510.8448,49.4486
537.4795,93.6554
553.6633,65.9147
568.124,50.4639
549.7791,94.1326
583.4216,16.0058
569.7479,44.1589
552.1215,15.07
547.6189,71.1834
525.861,23.2081
517.0017,92.3159
591.1524,99.6984
588.0871,5.1064
516.2743,50.9203
,
577.944,71.2267
518.6051,24.8809
500.8032,63.366
593.7365,90.7686
549.4619,86.933
557.4488,43.248
565.3504,73.2032
541.0499,38.4557
536.2327,50.7071
581.8654,23.7702
574.3238,4.9586
578.6345,99.865
534.5476,67.842
546.7158,60.5841
503.3312,74.0164
523.2192,63.4232
536.7791,52.3828
573.4237,30.0177
548.5949,54.4685
568.3278,45.2232
588.4594,31.313
571.9187,38.1717
599.3249,1.4541
572.049,64.4198
565.1224,34.78
527.8084,91.4519
524.1823,36.5263
520.0165,14.5953
535.0731,27.6097
566.6276,41.2345
579.0584,3.2233
569.031,24.0452
517.2997,80.0145
547.3225,76.4755
531.1245,4.7777
586.5952,33.4824
523.183,35.168
,
526.1045,65.2157
590.2083,36.7371
500.6354,29.0727
566.4639,45.827
525.5438,94.9006
574.2395,79.0354
581.9876,57.5439
597.1986,6.0638
598.8145,49.4899
523.9151,71.5761
551.8399,98.5588
567.223,73.8029
586.8058,41.2994
583.8431,52.1588
578.3509,78.5199
570.0885,42.4498
500.3816,18.9196
542.6056,74.0971
566.2137,81.7969
562.4158,36.419
539.7413,90.1882
514.2609,65.786
509.7882,98.7842
590.1816,75.582
526.4109,25.7626
546.4519,60.2089
547.8611,17.4595
524.7842,38.6798
593.1253,46.9249
591.7129,10.9266
531.4379,60.4104
582.377,43.5944
518.0851,11.0746
543.6704,34.1539
573.7315,16.8845
519.6254,19.5476
599.7637,92.9235
592.9537,3.3899
554.4109,16.2988
566.4793,10.8463
500.0659,35.7883
548.1561,10.7323
523.5746,24.5999
527.0301,52.5202
548.1177,89.2467
569.611,81.8086
502.1624,1.1895
536.2118,72.3532
561.965,22.1276
542.5824,88.5166
570.887,95.1906
544.4782,73.8972
554.0456,59.6572
576.0584,73.6441
594.6164,66.9625
537.9489,70.8646
547.3652,7.8153
570.6717,55.1155
525.5181,91.4359
568.7847,76.3688
520.7042,60.1155
507.2493,27.5042
592.646,24.08
576.1367,23.5083
571.3539,97.2288
511.0403,12.0896
598.2603,9.6731
585.1766,37.9644
526.8943,47.7007
524.4297,93.1381
507.0251,72.4234
544.6039,14.2925
531.6347,56.3871
516.4766,45.8552
555.9038,23.186
553.2477,59.5966
558.3173,1.8425
523.3937,98.038
537.7247,41.8398
522.1837,32.4104
563.2953,70.0823
530.5482,83.23
596.6674,66.9809
525.629,41.0705
562.2946,3.4787
541.1597,52.7063
559.5115,59.6773
512.2856,65.893
572.6091,44.0785
528.0719,74.153
553.683,60.4252
558.0988,3.5655
533.3806,73.5077
508.2964,2.1858
522.9078,9.0318
568.9838,30.6008
585.3808,61.4901
532.6058,86.3948
590.9685,80.9127
599.643,37.5279
585.0704,6.8841
515.3108,6.4423
520.0705,50.7251
567.5424,55.6794
519.7921,5.9331
525.9776,79.7093
596.7503,62.9519
589.0305,15.4235
593.2086,99.9313
572.8361,44.4773
564.6613,47.993
504.2073,52.1438
524.6852,75.1262
572.9436,38.3026
536.9135,22.5425
564.46,1.3168
508.3646,64.4683
542.7418,52.008
593.3712,5.727
583.9466,4.2648
556.3709,16.7477
559.3814,99.4984
549.3289,44.3418
596.1917,6.3553
527.2221,70.9029
595.8192,20.0595
503.5252,3.2203
559.2469,66.8408
565.7037,76.5542
536.1546,62.4039
517.1474,30.4773
521.4325,36.4607
502.2947,5.0289
578.3307,39.7633
511.9947,30.8616
510.6638,18.2989
504.9715,60.595
573.7791,3.3274
587.7731,63.9134
547.565,60.6042
537.6793,83.1782
524.8755,16.284
579.9921,7.662
540.9771,83.5076
593.1437,58.2669
526.5167,18.6127
573.596,3.8439
520.952,58.3397
567.6959,45.1716
570.8487,60.3998
592.8936,55.938
511.4932,60.1848
563.2399,95.0146
506.6666,35.0704
574.1277,37.3949
528.093,85.3199
513.4142,74.2631
569.3845,61.98
540.1064,21.8255
583.8253,90.8656
541.1848,50.6031
578.6086,84.1376
516.0225,75.4118
543.1406,13.2972
565.7327,11.655
586.3944,18.9922
546.3663,93.9855
550.9644,10.1248
559.9614,14.2165
594.8808,37.9526
553.6509,17.5961
,
548.1018,91.6441
546.0132,66.7445
528.1885,93.6384
554.8362,2.0809
551.1571,66.6909
573.0048,14.136
516.345,32.3596
562.042,96.5121
540.3553,62.1977
598.1629,39.5805
599.2615,60.6376
569.9515,55.4767
568.2335,34.4224
516.8609,44.4704
581.1427,71.9095
522.7735,51.7203
,
512.8483,43.9181
552.0334,51.4985
595.9193,60.2
558.2469,64.7384
542.7176,3.6271
590.556,51.5778
545.5303,17.4935
527.8128,8.2486
584.4132,65.8991
590.2556,81.0501
591.1379,24.6135
515.6074,7.7858
580.3334,94.7857
582.1774,46.1313
517.3639,85.4483
509.1586,38.4385
527.3657,57.5101
561.1751,40.5189
559.3119,23.4672
572.5783,93.0736
503.5169,53.7076
514.431,67.7942
584.3529,56.1815
573.853,44.36
594.4599,21.7629
572.868,46.0565
537.8197,97.5683
519.1525,9.5453
580.2964,33.3213
567.7042,84.6165
502.7354,10.909
518.3944,70.8612
559.9443,20.3504
515.1994,90.3692
583.8767,7.9856
578.9054,72.2397
578.1859,67.9705
566.4789,71.3394
533.419,31.1443
528.2057,44.2429
528.3491,7.2073
593.649,61.2748
503.0612,63.2693
556.5018,51.6594
569.2768,84.2082
556.1509,88.0191
582.2346,85.9411
574.3798,26.997
537.411,3.2567
505.784,81.254
526.7176,94.0467
530.121,87.9908
582.8736,70.6262
596.8815,31.8799
550.5186,65.2061
527.8795,94.3335
527.7143,13.1534
502.6832,33.2192
564.8782,4.9779
575.5616,69.985
510.853,21.2549
518.6632,51.2185
545.841,15.459
552.9215,46.1505
527.5984,35.516
515.8666,59.0843
551.6341,98.5082
589.3478,91.0906
578.8021,47.2486
599.3222,30.8285
567.8599,25.9307
565.0381,53.0234
556.617,86.7133
535.6496,6.4128
565.5609,59.8752
573.2777,94.5103
587.1336,86.0574
558.4675,26.3112
529.7934,77.378
532.0019,78.7279
544.1167,39.3574
574.3349,8.9833
593.1958,43.2969
526.1339,4.4763
551.2203,60.5535
503.7376,98.8564
509.6917,10.6976
502.7072,91.8307
544.2821,39.759
566.7555,73.8571
535.5842,34.7115
589.2596,91.0881
547.7654,56.1198
554.5231,5.9131
569.11,19.3263
582.4624,49.0923
567.7436,71.243
500.0027,10.4484
547.2719,44.6439
579.327,5.6685
527.2152,40.1214
578.1481,4.384
596.4215,61.886
575.192,57.4751
591.6522,57.0398
525.3132,88.0419
598.4972,15.576
522.032,63.507
585.1604,52.7971
518.5035,25.8471
545.8307,36.4678
,
,
548.0148,94.6697
512.1839,75.2794
570.1659,43.0281
552.8785,57.6626
588.3296,10.5075
572.7622,53.4718
534.7858,59.3561
540.2193,20.5414
546.699,32.5888
504.959,23.1037
570.1379,62.4341
564.556,64.6481
546.9985,73.1354
550.2503,81.2816
503.2876,78.9847
527.1425,40.7762
595.5389,56.2785
514.1461,64.1722
589.3112,59.3528
518.1105,8.3716
561.7159,60.8499
555.155,14.5662
565.7687,83.0278
589.8261,20.2894
569.9625,44.2422
542.1389,31.7802
596.6631,83.5538
554.9607,48.9958
562.5834,12.9953
527.7071,43.2632
570.1024,30.4908
538.0558,23.4908
583.6517,88.3695
598.926,20.82
525.0589,99.0098
596.1179,7.0756
500.979,8.115
531.8934,27.6027
506.6077,88.4938
574.376,54.1414
598.3058,76.7244
598.4194,71.4325
575.3115,41.0716
574.0565,48.641
512.4928,18.3751
550.9902,49.012
567.2534,4.7413
518.0315,44.5399
588.5807,25.8529
562.487,6.3519
515.3559,70.3656
523.1251,64.1841
586.4138,49.7533
525.5369,93.8146
571.5893,99.1544
597.3897,5.5928
507.2922,47.3243
566.0505,12.776
504.8799,80.7782
557.7947,4.4922
526.7643,1.4504
595.8611,15.7576
531.6626,80.9285
514.7702,70.0797
521.7608,99.5535
505.3325,49.3558
537.9929,1.5528
578.1796,77.959
529.4583,29.0481
513.9593,10.4074
543.6583,33.639
550.5235,70.7628
565.9337,7.2553
570.6129,23.2282
594.7949,74.4973
566.2785,89.1237
512.2878,53.2447
547.7532,94.0908
568.0842,79.654
513.0475,6.0159
536.1924,34.1053
521.6045,5.2719
584.9328,1.2817
512.5177,72.4982
515.9981,40.6776
547.0651,25.3234
557.1281,56.0998
581.7064,33.9303
595.7849,47.4534
557.7176,16.3156
573.4977,54.9731
596.9811,44.4188
585.1087,61.0384
501.5126,29.9706
555.8403,29.1068
596.6816,44.3346
541.5038,26.6026
591.0244,17.1263
582.975,79.2986
571.3224,66.3431
500.5699,21.1208
566.0011,97.5635
582.6597,27.3153
599.0779,6.8185
537.0536,5.8693
519.8254,77.624
592.2613,63.7464
534.3689,93.0418
542.5645,78.5529
576.3471,62.3839
546.1588,47.7013
503.2672,16.9811
596.32,26.9603
509.8039,91.6595
502.1092,19.712
580.7325,25.1059
513.3433,62.1536
503.6827,66.7782
531.0375,37.8594
525.081,18.4564
529.746,88.1174
512.0735,37.4427
586.5806,90.4889
531.0933,76.0427
561.9625,47.3251
555.8466,19.7469
525.8945,16.8522
548.3982,15.9929
541.1076,37.9533
590.4473,85.5858
552.9755,74.6729
517.4023,56.0731
562.176,16.2035
598.2003,91.9393
524.9389,8.7113
564.1381,55.9793
555.5774,76.2613
540.0468,71.7514
555.9516,1.1254
553.6075,14.0517
552.9123,19.9091
597.7849,48.9581
535.9154,58.2598
594.34,8.7409
502.1001,98.4751
,
553.0382,31.2973
511.8952,91.914
573.5085,86.0107
582.856,96.1342
543.6268,67.8894
574.0531,91.0698
562.0883,89.2956
555.253,42.574
585.6027,35.3485
545.8898,25.2971
510.9095,3.3222
559.2286,12.9286
584.0262,14.3277
558.4395,20.1772
573.7309,41.7561
594.3534,70.9942
556.4428,66.2416
542.5888,29.3585
583.6788,87.8675
508.2596,54.7991
563.8589,6.0011
578.662,83.5532
530.6285,26.215
541.7494,4.5093
530.4753,40.0548
545.8342,29.6688
531.0699,62.108
510.4896,11.1739
580.082,43.6687
510.7375,94.4457
538.1989,47.4177
513.433,83.3393
,
592.4898,8.3918
581.703,23.2688
562.1695,49.9066
561.1799,86.382
562.649,13.8045
595.8182,64.5573
582.1998,30.0679
577.3308,39.9856
582.9664,98.9682
565.2284,78.3419
563.6208,62.6615
530.2649,36.541
590.9609,54.8339
593.378,84.9297
579.8982,26.1675
553.8016,78.9886
576.9959,13.7639
578.199,25.5909
500.5914,29.11
555.3295,82.0131
550.7172,1.3927
593.5517,30.2254
515.7986,88.7503
502.4397,68.1902
517.0179,33.0937
592.7481,93.4724
516.2728,21.4557
591.8939,1.4652
585.3889,94.6256
594.5943,74.8788
576.7429,14.2714
518.0803,29.0565
544.1117,83.6526
536.1474,72.6044
524.7085,87.0336
567.6794,69.535
590.1224,42.4313
568.3219,40.7306
512.8315,15.9362
534.5687,37.5248
539.0714,22.951
525.7805,83.7502
539.4756,70.4414
535.0152,29.7535
555.5913,60.5671
508.7285,95.5491
574.2123,49.239
567.6616,81.6589
505.7308,39.9354
532.4044,74.4292
,
530.7935,99.1727
528.8359,63.4624
555.8111,47.2442
554.0532,81.2479
580.9264,31.2949
585.8029,39.7465
558.4976,82.235
523.2698,66.2172
586.8934,52.6792
574.06,94.3414
547.5685,26.9921
515.15,7.2632
505.9599,61.3516
518.1588,98.3222
589.502,69.134
568.1896,64.4218
552.4657,96.9915
512.832,96.0107
546.5893,45.1549
519.8797,1.0351
542.7744,50.6925
599.2802,48.6363
535.621,25.064
516.215,86.0867
550.7426,62.5427
562.8418,93.5048
532.3182,94.599
524.2933,78.2484
535.3416,65.2345
502.4456,17.8819
584.3018,55.3145
,
547.947,87.5144
585.3232,9.7328
591.7666,40.4623
599.9973,41.2261
585.5892,93.5675
,
574.532,75.2322
503.4138,9.7498
566.9087,52.1016
515.1223,32.4057
592.9666,50.7535
596.0195,73.9517
564.127,61.9797
549.1688,45.1069
533.7757,27.1265
512.817,97.7222
517.5022,47.6574
554.9632,10.8332
599.1073,15.1315
517.8486,74.8899
515.2407,87.043
529.4308,95.7729
561.0694,3.8617
,
566.1236,44.7578
556.3956,8.1843
573.0375,89.1589
596.1099,52.1664
527.5773,91.074
559.4449,5.5995
578.7913,33.67
519.945,93.8127
504.3517,61.6074
555.8163,90.1224
549.4414,11.5667
542.4582,24.5077
568.2896,58.4124
559.3751,52.5886
581.9131,54.0509
510.611,30.9966
529.7698,4.1005
527.3526,85.3574
594.4102,79.9965
584.1778,46.8155
502.8265,36.8296
591.3518,33.0189
591.1908,32.7048
577.4585,25.2047
527.7901,63.2176
561.5383,67.0135
545.7941,47.6548
504.1397,60.1863
581.0246,28.2011
572.5476,79.8975
532.9613,58.5683
518.2882,83.8479
580.1509,41.6238
509.697,2.8154
529.2391,24.6549
588.7585,29.953
542.8559,81.1711
516.6619,23.561
561.5472,24.2013
594.5951,51.5806
547.87,83.9892
562.8417,33.8796
590.7822,89.1483
510.3523,6.3705
509.9903,16.1411
552.0776,92.6962
593.8457,4.8398
591.3626,4.1095
506.8064,8.2494
508.4357,65.4284
529.191,55.7605
582.5791,96.6787
586.3788,23.8451
582.2414,28.3993
543.3871,31.4997
558.0358,82.9495
592.2411,31.5667
548.78,61.5192
590.8255,59.0447
583.3045,50.9724
590.2717,33.0664
529.4591,11.1058
516.9479,16.8982
530.911,47.3132
558.1981,59.8694
591.8037,51.7025
523.4594,9.6181
576.3367,43.3344
550.1487,3.7754
534.6401,52.3551
552.8839,65.7058
545.086,9.3791
520.5612,42.5314
544.1648,11.4979
517.2462,79.4522
515.4523,93.9919
569.2122,93.3803
521.634,51.3163
565.3109,80.1801
597.6294,77.2373
504.6213,43.3672
587.1326,8.8316
549.1538,88.0315
577.048,8.2462
565.5316,28.457
509.6552,4.9764
559.0986,45.0173
549.3259,99.5069
510.6743,38.8422
516.4408,12.718
530.7641,74.1649
549.3743,33.1179
579.4731,46.347
554.3245,4.5837
561.6034,1.4457
508.5972,61.7696
551.8554,99.6881
556.7693,66.8973
536.6217,72.8201
565.5269,78.9479
558.3913,6.964
506.8288,38.4372
562.4681,77.5114
555.0007,64.357
528.8767,22.2616
521.2051,57.7901
578.7986,88.318
599.1051,85.735
508.0206,23.6868
566.7319,60.8639
587.4363,12.9358
568.0689,77.0917
591.6818,71.0239
514.28,12.4431
550.89,53.5412
500.0953,93.9494
547.6318,50.8718
573.9015,31.2003
550.9398,12.3957
579.2714,1.628
500.6974,25.6481
547.3817,12.184
590.6032,39.6983
509.3338,93.1766
528.2641,47.923
,
584.6592,86.6513
571.3045,50.3194
515.657,90.9024
580.7893,99.8856
523.9837,13.1822
577.6857,38.2438
569.3492,61.5314
577.3198,24.2554
584.5221,56.692
543.9232,78.3972
577.8541,47.9318
520.8159,15.1965
576.9575,25.0692
582.4848,33.4217
521.8502,62.839
,
595.7518,74.47
551.0231,35.1937
535.0111,52.2309
587.0732,88.4958
559.8121,5.636
571.3331,85.6041
587.8105,98.4568
551.107,81.6765
560.8401,24.907
546.8343,96.8652
512.2821,61.6127
516.0591,17.6578
517.3755,74.2927
537.8635,82.9374
522.3908,40.8656
585.3577,42.2198
574.182,39.1708
504.9614,32.0028
551.4202,56.3107
502.3822,84.957
515.5604,81.3826
518.7674,86.3511
566.5416,34.8849
547.7144,46.3161
553.1543,40.3421
596.5631,25.4831
549.2131,74.5936
553.3551,25.2703
534.7628,76.3611
577.0206,43.0259
560.6651,2.1443
568.0321,95.7901
579.4695,7.071
563.9327,26.4124
570.3531,5.6465
518.1184,20.3737
505.0254,34.2741
590.0344,46.1637
549.3914,14.7401
515.656,71.3098
500.5243,70.3813
509.9364,52.989
516.1727,44.1391
507.1955,47.7065
599.6624,61.9673
563.7682,39.6901
572.4884,66.463
575.5297,65.4328
562.5515,83.1825
573.3887,43.5036
,
532.1357,6.8395
524.4366,8.9564
597.9101,33.2909
550.8409,58.0155
527.5491,33.6046
557.9352,45.6407
557.3836,3.2715
504.8829,53.0913
578.2182,92.8393
574.4218,28.3085
533.7335,79.9421
570.0826,15.2787
,
597.6071,4.7713
586.7379,61.589
505.1832,72.0278
558.9929,43.7631
581.8728,45.7842
512.7458,74.2542
517.4875,6.7283
515.2035,15.2241
522.5934,57.9547
520.6029,50.1356
531.1121,47.2694
502.851,21.1289
517.0706,42.549
590.5671,58.8403
545.4486,35.765
560.3859,17.9798
595.7353,42.8771
584.2208,97.3151
567.5132,77.6518
582.7582,43.7381
535.4131,45.9521
505.9108,46.252
595.7636,52.2923
598.486,48.786
586.8509,76.7102
555.9378,31.3838
533.7722,75.0083
510.7697,31.5195
520.6134,53.1999
525.7263,82.7463
504.3736,10.1517
591.8551,47.1634
562.1246,34.7261
599.1996,7.6423
564.9692,31.1104
595.685,71.5773
509.0039,96.2478
545.0913,2.0929
561.2551,48.0181
505.6295,41.834
533.5997,48.0179
560.5921,71.9662
555.5653,7.0895
567.5088,29.5861
520.5682,31.1495
527.9675,59.958
582.637,3.4213
547.9544,39.1565
506.7136,92.4541
552.8375,83.599
559.1318,29.06
543.4013,94.574
557.5317,84.6675
534.9684,31.6683
543.3899,32.1112
550.2476,58.1931
501.2478,56.7986
510.7475,86.5688
502.6399,26.9552
516.6601,23.5458
578.3245,53.8735
588.3908,46.2797
507.2252,17.119
538.5121,99.1135
591.3787,24.5505
510.7648,81.5067
501.1112,82.8107
593.1644,5.0294
529.388,58.1657
539.8829,24.8753
540.1308,81.1073
581.0228,6.2398
575.3865,69.1606
502.8699,43.0196
539.6523,69.2053
547.8516,2.2428
561.0989,55.4229
542.0692,55.4264
565.5002,84.6323
526.4286,95.2147
577.5676,82.9604
587.6708,73.8744
,
,
538.6172,49.0078
512.689,42.3515
530.9797,22.8981
594.9406,60.9655
585.003,1.7446
545.5644,97.8773
534.1806,46.0098
523.4188,23.0544
556.9396,18.7753
,
540.665,23.6648
536.1835,25.5289
525.7167,3.6259
584.3597,15.4674
573.1836,11.2619
594.3986,53.5832
511.6244,10.9345
574.1763,70.1722
512.0461,4.5634
512.694,53.6748
557.9522,99.6743
544.7767,77.8993
539.4679,68.0631
560.2719,22.6632
511.1519,56.2449
561.3418,30.7491
541.9624,64.4349
518.4128,45.78
547.3327,67.3759
528.9208,85.7125
562.8325,50.5027
537.7339,91.3539
505.5205,5.7026
548.1108,37.8365
538.6413,14.7457
511.2612,1.0422
585.0981,16.1942
545.3428,58.8091
535.9696,54.9304
547.5391,86.8392
533.4607,89.006
589.7554,18.6479
586.9201,87.3528
503.5443,55.7235
,
593.203,57.8498
528.8655,71.9016
547.476,60.8384
580.5247,78.0662
565.0275,80.2005
522.6943,17.4109
503.8212,44.4319
568.134,71.5167
526.8875,72.0583
516.548,87.4131
577.603,73.7329
560.1489,48.1497
574.5477,63.693
504.593,97.6088
516.516,14.1005
533.0219,75.6059
566.6636,33.4402
583.6301,49.5788
512.7068,78.3931
556.1931,67.8586
547.7536,87.3416
534.5096,81.9232
586.8912,88.4897
557.5647,25.906
529.8461,81.7766
501.5849,62.9908
526.4359,22.8288
571.7946,5.1373
543.3655,14.1045
593.7421,65.6116
555.6239,34.4939
575.8187,49.1285
