M/Z,Intensity
481.9116,42.79133
400.0853,10.065444
452.333,14.992765
493.6437,48.822057
469.8993,19.453005
401.0749,18.680811
405.6181,59.355428
460.454,53.064882
476.8763,31.687595
401.1495,43.28253
462.4106,38.896651
410.4226,3.286063
411.4296,41.655058
405.8758,50.847309
409.8133,36.795441
472.8554,43.607312
428.1262,57.644192
415.8079,51.709982
456.9794,14.503534
473.095,21.250963
402.9223,54.110649
476.7952,59.289049
420.3496,52.636048
410.8696,
480.9196,15.073111
484.1691,57.817812
401.8055,47.651786
435.1398,
482.5831,40.503896
,26.256675
421.1125,18.543701
419.2704,23.037409
448.1758,47.355223
444.8889,33.692291
459.0874,18.414715
485.1502,54.58365
489.1147,46.806486
410.2083,12.010045
487.3819,
424.8864,26.181979
476.6671,23.360777
485.7693,3.072915
447.5304,11.233464
407.8768,1.013327
469.6415,59.069081
468.9602,24.160925
439.9643,40.755915
421.5585,33.585609
436.8944,21.096093
460.641,2.347974
428.6103,54.551868
445.264,22.545004
412.3251,43.494159
444.6451,20.628694
400.2455,17.952151
416.1389,59.869318
411.0355,9.087364
476.5116,58.906832
486.2605,9.378835
452.0401,32.49001
480.9804,53.946231
454.8326,10.605037
423.7745,
436.2025,31.059503
475.7285,36.787334
490.9259,40.422184
470.1929,5.318331
,12.596286
415.8835,13.085418
412.9344,36.574367
462.7214,6.227471
498.7047,34.723426
458.4832,25.944442
,45.428875
427.2234,38.101473
497.8105,9.265286
441.4574,
465.0108,28.344547
420.1532,18.004232
437.0614,26.565686
432.4759,3.294231
407.5957,22.714635
420.0523,53.73198
483.9711,26.316184
494.8146,10.639255
455.5988,11.413646
488.4975,10.352426
457.8026,54.926857
452.5942,46.002295
462.2656,5.76052
486.8081,7.696237
413.3016,12.926996
462.9036,18.334521
415.5544,47.884765
447.1984,44.288316
459.5885,57.580917
486.5616,54.993833
411.267,55.22322
466.9933,41.652915
471.0953,29.95286
460.0564,12.783195
,5.247997
430.7953,1.869483
413.5153,58.646985
414.8848,26.334669
444.5598,10.402561
429.4827,50.632149
442.985,55.819014
458.2637,12.186503
430.0209,27.031078
464.6996,29.998307
432.8117,56.731492
464.6408,31.178497
476.8748,49.251895
,
440.8021,38.395412
489.2553,22.392498
,38.933761
450.8637,36.719711
420.5488,48.895984
420.3969,45.081075
404.486,21.102417
414.8748,46.656145
457.8091,31.164125
435.0193,3.882325
420.61,58.837227
452.3219,3.13733
472.9176,48.763305
466.7941,27.620849
471.0898,22.238278
441.73,42.897199
467.908,15.81408
410.465,43.945882
466.1993,
451.299,21.676054
435.1231,28.404918
491.4925,3.439903
405.7849,33.864489
463.1076,8.20987
455.0365,55.298278
453.1134,
,17.052101
499.4557,56.873512
401.9063,
468.8276,26.287813
458.8114,19.743655
488.6834,47.660096
423.3179,55.927171
439.9002,42.702546
418.7456,5.722349
405.9579,59.986737
405.571,23.125399
444.9103,26.084467
466.9332,37.214059
411.2828,18.99355
494.7872,27.498027
457.3464,40.477303
416.2357,6.243354
420.6412,19.128616
417.1834,15.896031
489.1878,24.047312
476.0291,54.194889
410.2851,2.632555
426.7024,49.83295
451.8396,42.13614
495.397,50.808826
429.6947,11.97488
477.4979,40.140243
450.2147,45.900636
485.9291,
410.6939,37.279207
471.2268,25.29681
440.1067,7.009597
,59.158949
497.747,32.088039
470.5064,52.446997
483.3758,10.398179
414.4017,20.00829
476.0438,27.225017
431.1365,24.623593
498.9578,25.240529
441.2572,12.101116
448.8879,38.929809
408.7356,50.106472
409.6959,14.28223
470.2001,50.718089
484.2765,
445.1415,7.580644
447.699,26.131787
405.4911,6.966575
435.6592,20.503619
413.5348,54.110571
410.5921,2.288616
408.0427,40.687514
489.6214,48.517127
451.2162,10.98274
478.0148,58.456592
409.8803,55.66123
423.8659,11.70718
450.2391,11.954552
424.7728,27.344189
434.399,28.930884
448.3829,47.998686
454.7666,2.73132
461.915,16.926022
449.4192,23.21085
456.0266,25.109883
479.4919,54.594295
421.1671,45.809044
477.1758,16.611144
440.9355,14.765007
492.7117,6.986736
474.5239,8.564486
464.3416,26.576961
406.0067,56.482842
405.1734,19.343855
482.711,14.152237
455.5147,48.400299
435.6482,58.267465
481.3019,22.316869
444.3241,56.966166
437.1187,29.571249
,46.84295
427.239,41.390546
402.7258,20.766674
452.4251,47.571856
,55.889903
473.2006,58.745798
492.3706,54.822279
488.2134,38.109717
471.7372,25.669959
439.2911,44.339172
428.9117,51.319489
459.1622,50.895908
416.3454,9.186326
449.8481,15.232574
454.5255,
456.4259,50.716084
495.4228,14.850721
437.6095,53.941365
494.7854,48.986321
493.8849,3.249693
490.53,20.766533
472.5899,25.479188
495.6408,1.074024
420.757,32.934688
459.9726,10.729892
464.1287,45.000608
481.8319,31.556464
419.2175,55.478609
408.3617,7.815832
486.242,
469.2037,31.124331
468.4263,53.27718
488.6783,28.443224
465.21,17.778629
490.1193,53.349733
475.4726,49.60584
483.1533,41.246902
400.1523,57.914131
447.2646,50.731515
455.0218,9.081556
418.6621,21.072891
484.7401,35.190906
483.5689,5.574253
488.5252,44.340676
451.7619,28.860952
464.2268,57.343203
486.76,32.335602
463.3557,21.142378
406.394,8.839337
411.1707,20.224727
478.771,30.839114
405.3207,22.757957
499.2958,30.596842
489.1222,54.472312
418.3223,45.87015
441.6878,37.488121
401.9479,19.83879
457.3124,59.444414
411.575,44.000466
468.3088,26.407943
444.6774,49.417589
459.9439,16.86304
481.8297,27.438989
479.834,27.042985
472.5867,46.360468
479.3972,33.07554
467.3962,12.834735
486.9237,10.845981
448.5666,11.988951
451.8974,39.986874
433.5627,52.420442
428.6933,41.114173
449.9196,53.782676
438.8314,52.000414
451.6683,30.022671
458.9511,20.962304
473.3038,14.256824
,57.085944
460.0771,44.821095
414.766,19.569979
449.2927,34.84036
429.1021,30.624995
493.5848,59.122366
456.5741,28.532182
402.1665,55.863366
402.3108,
456.1927,53.547414
,11.567988
445.9989,6.85257
456.98,
406.6829,1.118178
410.6251,23.395554
462.1335,
448.8946,23.292234
425.1131,23.183541
410.0268,28.193128
409.2924,59.681272
494.0244,49.094461
428.3809,52.198168
470.104,3.73493
492.587,54.15797
405.5974,38.941869
471.7147,35.409461
490.5764,26.776868
499.0939,43.44338
448.3321,55.345001
,27.640382
449.8475,7.262118
435.3604,37.272208
422.8815,44.59566
471.4136,4.841564
420.0461,50.008063
469.011,16.237485
435.3401,56.66804
454.4825,17.539468
498.5808,59.754443
467.1299,1.343688
453.7647,2.567008
465.6341,16.861861
480.8264,11.605119
496.6446,
460.3225,20.973807
481.0825,49.959232
473.6479,
475.6768,40.431171
448.3774,16.548301
439.7463,8.604649
400.4571,52.518001
400.3263,40.413075
494.3861,15.716091
475.4568,43.404508
493.3501,56.801919
492.8094,38.644693
419.6182,46.726413
428.7004,14.439542
467.2403,39.390867
,59.928579
440.8601,24.881514
411.2283,21.78817
405.4414,55.013858
461.8672,48.795858
486.8371,46.538459
474.8729,
462.1501,20.916609
488.2229,59.364391
473.2392,49.945449
439.4772,6.131921
438.3585,24.288848
487.1667,33.259175
462.981,32.801714
474.3542,33.731492
429.5762,48.285904
438.9701,59.769416
417.5168,48.929401
406.0022,54.813602
453.6049,21.94059
456.8544,42.16099
484.1346,13.759336
,29.932111
406.0029,40.606352
441.1456,47.357113
427.6145,55.783421
416.1788,43.446149
407.6693,56.360816
453.7378,22.200328
461.0961,31.231687
461.8724,31.068281
428.1382,57.100119
463.9382,2.797232
469.658,37.623705
416.9604,25.618401
458.3989,21.111676
430.2257,6.027962
484.61,59.061398
444.208,56.724042
423.1979,42.345339
482.2264,34.791429
440.0766,
464.0534,32.108979
426.6048,24.724462
442.0164,21.182775
465.6576,34.077157
452.6239,7.133212
478.1813,46.054906
489.7425,31.30357
427.4081,29.892223
496.3551,
403.625,53.887619
413.0731,6.92523
475.4717,20.864164
456.7134,38.715746
419.7247,33.17654
425.1759,36.272004
427.8205,7.688414
414.3595,34.352249
433.3378,38.483614
451.2449,47.158074
414.5544,1.125799
479.5151,14.012202
447.593,31.9673
455.3836,9.36979
455.5007,47.351547
471.1909,48.911175
465.5619,6.752789
488.4245,
400.8226,41.223402
431.7155,40.154476
406.4811,41.691441
446.1664,44.638362
495.4165,31.879656
472.6168,14.285502
410.9941,59.494015
428.4799,29.410899
477.9858,57.962433
433.365,36.364935
457.2143,
446.3997,17.814842
432.05,26.785305
485.1836,14.765595
445.7021,13.570784
419.8889,31.802771
418.709,17.57349
467.5233,48.370205
445.6088,
498.0059,16.816909
464.8888,54.36537
450.3904,
486.8283,46.015069
412.6358,4.47593
485.1737,35.237632
413.1964,31.393045
405.4153,58.428618
438.2057,1.957403
434.3302,42.192173
490.968,50.040039
414.5815,54.014904
488.5999,52.779748
469.9211,59.516854
489.4841,35.61319
447.7949,9.899383
415.5745,
483.9647,45.219939
436.3233,12.226699
425.8596,31.04964
434.8715,22.66174
491.449,52.51318
488.7059,23.274028
401.9782,39.259102
434.2029,1.364964
454.8309,50.851448
479.1182,16.9033
432.948,24.324115
492.5142,55.478107
479.2522,54.84493
462.2845,4.742011
496.4989,26.197304
432.001,29.772005
487.5582,13.386833
429.6546,6.198059
449.8059,27.734067
488.5297,49.080747
429.0865,35.458769
435.0591,59.682727
412.5556,13.366319
447.8913,21.985425
477.1981,10.876951
492.9292,43.618108
420.2164,6.381254
436.6628,36.667159
484.5016,34.983063
412.036,14.583056
400.0031,56.462921
419.5068,7.022345
455.717,24.655262
403.5315,37.152876
408.0646,7.884815
452.4275,24.426071
499.5509,28.873568
430.2143,23.2078
422.1917,8.865318
436.7053,7.495731
422.5541,42.682313
438.2439,45.645747
415.526,24.665576
441.3226,18.593819
481.232,43.650026
464.776,32.530749
,10.211604
441.0196,39.544603
,48.569711
462.1947,49.592169
400.3878,27.188735
491.0233,
408.2679,22.809498
434.2313,51.892019
481.8327,34.537962
462.5023,1.21241
464.5742,54.002124
429.1531,4.664775
438.2658,9.033412
490.6522,5.416797
405.6933,49.217974
498.083,3.032452
435.4475,34.533765
445.4499,17.930292
410.7638,53.918577
458.0878,41.385676
408.3566,36.120547
473.2502,40.070567
443.8255,12.379733
405.0035,33.671819
408.9946,12.704997
475.7333,48.347776
446.385,59.332407
456.8526,38.218562
417.6447,45.946128
455.09,13.932377
425.1849,
458.7041,51.55193
429.8067,42.368373
452.7185,48.472717
462.5709,22.913349
456.0204,2.318136
451.5385,41.831275
439.5587,40.096315
473.9755,54.836265
403.8852,
456.9996,52.155818
407.459,21.191733
438.6529,24.921507
469.6851,11.432575
454.2029,5.002809
463.2478,56.62737
422.9206,36.477895
467.7035,44.846438
428.9843,54.697592
414.034,33.682255
491.241,37.601703
,48.490902
417.7881,31.214251
408.0356,22.831013
444.1256,58.282805
484.2786,53.367377
428.1315,2.752363
426.8574,8.531918
424.9943,53.365054
436.5635,37.312524
456.791,57.87944
423.6033,16.957875
426.3581,
420.7621,27.672567
420.4987,30.196265
,1.821886
494.0281,
442.1758,57.159689
456.7386,4.33093
415.8834,35.669403
498.5301,34.321874
491.4491,52.719632
401.4523,56.849687
405.6773,13.431139
425.7654,32.678142
468.8402,44.223898
403.588,18.473495
464.5899,23.504441
445.0795,8.032241
423.4733,8.617321
400.049,48.248075
419.1186,30.328797
477.5346,49.813282
424.6137,1.852124
476.6284,19.64492
418.4331,27.947928
426.3417,50.952993
433.1392,45.362619
477.7688,24.083251
437.9379,22.586914
495.6794,30.31695
408.0006,58.376017
417.7645,7.546756
480.378,5.390517
405.0236,9.040926
400.7517,9.717868
468.4943,3.695385
410.6523,9.22218
414.1404,42.574558
497.7225,34.29717
419.8944,32.768914
486.3369,34.474701
491.413,58.675246
491.3672,25.823327
416.4281,25.410715
447.566,2.31029
486.4781,25.561929
428.4824,17.145502
461.245,
470.4395,40.034108
411.381,38.224433
435.7111,40.076224
411.9918,54.424291
403.0265,38.937253
435.304,16.048689
498.1935,
435.7692,33.409082
408.3659,19.74965
475.9144,43.278808
495.8312,20.081658
487.2767,4.935028
441.9797,32.289481
406.7545,
411.3286,33.329093
495.4081,
401.9102,22.734816
459.7285,
457.7992,24.488399
473.0264,3.39452
474.8709,58.674977
436.1078,26.024204
,40.306057
441.286,45.828156
439.8151,28.051913
409.0328,42.838928
438.9353,35.464599
484.2733,10.745473
489.8603,34.66202
486.6563,5.032294
488.5133,21.624005
489.0538,48.758088
480.8343,19.125503
446.0775,5.114441
444.6747,11.349707
422.0269,57.88335
462.1869,
,47.379848
499.114,24.277686
449.1898,22.963569
413.4626,20.838297
494.8756,31.852221
461.3552,10.185828
489.6508,50.064047
492.6593,5.922751
492.5403,46.935385
447.2695,21.170492
418.7962,58.733568
470.5931,24.094506
471.9949,29.513516
,
408.8597,2.211334
452.2146,21.945044
407.6942,37.054513
432.916,31.624918
441.8034,1.109362
482.617,5.9093
486.162,19.726227
455.8582,35.506592
404.9568,18.305668
429.1018,6.851991
466.1749,37.170979
491.8808,27.665678
480.3164,8.398981
462.9328,51.662407
463.8038,36.580146
436.569,26.71588
417.1905,19.773709
443.2144,25.394847
493.638,50.152532
444.5897,19.997569
408.1938,
409.5839,7.327143
413.4227,52.116461
484.9842,
429.87,17.109313
403.7255,53.290873
402.7735,58.669513
484.6339,49.887382
480.6174,38.664816
419.598,34.487051
446.1496,55.599101
407.0223,54.143636
496.0154,17.537206
469.4062,41.417888
457.9787,49.420267
484.1105,47.582362
403.9735,7.429393
411.8219,33.379261
459.0404,58.179012
452.7502,38.679671
485.3048,7.059793
422.3866,19.287715
440.201,18.52799
445.4759,25.634222
444.2816,3.760045
469.3971,1.464931
400.4935,41.254001
475.8479,42.01665
480.6148,47.181228
429.2966,20.000212
464.5507,19.485314
417.3625,59.566102
419.839,53.802437
465.8698,
432.609,16.400174
473.531,58.084009
412.7179,16.333462
,3.920435
444.399,19.379949
,29.098539
427.0908,32.745185
433.3728,39.380939
494.787,55.059509
431.65,45.310969
462.3001,36.187628
475.838,36.617537
484.7652,34.169493
410.6029,55.054768
408.2082,15.376024
428.7631,15.861654
496.7291,6.176653
472.2291,27.947218
486.8795,11.58395
401.956,9.450231
426.349,32.949852
479.3179,
431.6359,30.031578
435.4132,38.366265
439.6858,10.166356
461.9947,1.442315
438.1238,49.179798
478.7203,53.018138
408.2066,30.522773
452.8042,38.707162
401.4349,46.818823
420.7616,1.011479
433.075,35.634271
487.6928,3.317866
430.7582,41.298915
410.8904,37.347497
458.715,51.543884
435.4791,
499.5694,45.869475
421.178,42.062364
483.5324,4.11921
410.4992,38.092358
405.7858,5.658658
476.9926,
424.1439,41.258716
401.1958,33.354661
495.2313,42.918863
485.3182,38.306201
427.2012,11.436786
471.2186,20.255223
471.0423,56.421862
487.2786,12.490045
450.4151,46.394258
450.693,8.045668
452.5235,
465.9118,40.390185
472.1274,9.372196
455.2538,1.195559
444.4755,10.910406
492.9313,32.973091
447.8077,9.8332
421.3481,36.392122
416.6697,58.445209
406.419,40.53069
408.2856,56.018867
425.5389,9.879195
471.5932,22.064282
,34.9762
476.7999,51.760847
421.8096,46.565835
477.7002,12.453749
407.2715,22.616328
440.8442,6.230293
429.751,9.880529
438.5643,51.064115
451.2494,55.556084
490.2871,32.119765
401.6122,22.690826
418.7578,9.605557
401.5156,16.832085
442.0861,14.693121
450.923,58.079844
494.2078,3.776101
417.3487,13.556295
483.5707,36.9027
,
482.0472,22.986345
422.0848,35.280264
486.6415,49.846545
442.2179,7.924107
487.464,46.400813
443.5325,14.139427
463.4278,53.016226
428.2507,47.571648
496.5165,59.594664
406.2597,10.785934
463.5186,8.482662
459.8199,52.202363
449.2093,1.386869
417.1796,24.771072
481.9873,43.744563
454.1536,41.701331
461.4964,42.990778
481.0961,37.547066
480.4355,1.710776
495.3706,25.524589
447.8081,51.651627
456.6344,17.770395
472.1847,13.250851
442.745,59.37198
418.5139,40.528955
495.6988,24.177356
435.2194,29.183217
439.1248,35.371422
458.4826,29.246223
423.8152,20.998882
401.4314,47.535114
471.7641,30.135554
470.9449,
459.0456,38.810711
451.2265,19.120822
448.0073,22.331552
418.1566,3.039159
411.7733,15.294836
495.6717,41.304778
445.6316,53.16722
439.7172,17.200851
461.8322,11.260564
491.0193,13.692622
497.4391,21.291191
488.7352,6.679902
452.2723,35.347102
404.7319,31.191125
440.4354,13.188925
417.9284,53.155729
481.878,32.359208
486.6884,24.687453
421.652,52.288004
412.5429,49.984058
438.4128,32.435237
462.1062,6.326737
494.9374,10.500483
454.9349,36.899372
405.4508,18.073464
402.8139,27.448604
471.6803,29.626909
478.679,25.098421
429.1351,42.159624
403.8186,35.349922
456.3114,53.784453
482.4666,8.273124
469.0486,44.842818
443.4953,22.529746
426.573,3.061195
446.2212,8.830796
468.1391,14.835057
459.2054,43.628748
498.6485,1.415493
498.5135,52.696631
468.053,7.53032
466.7506,44.692204
464.734,5.544439
417.2925,59.322132
435.0793,50.408276
463.8107,45.16825
417.6005,27.971817
484.2729,44.182135
482.996,56.996831
424.6066,48.527755
484.7592,6.040557
460.3051,3.361374
434.0914,41.042484
442.541,14.671576
491.362,13.282922
415.268,43.736782
480.7805,1.896276
457.3035,26.832507
401.606,27.513752
440.4225,51.628938
453.1741,42.906849
487.0702,16.169011
421.3911,14.862714
495.9326,2.730006
410.1343,22.402284
415.6844,26.680779
404.7121,58.431052
449.5643,9.660432
471.857,26.006568
454.2505,2.989925
444.5201,7.626218
427.4221,55.492508
410.0985,50.798576
456.0892,55.210445
473.4521,35.935252
430.0001,56.414698
408.6397,3.864066
490.676,30.851036
463.4484,8.864213
416.1522,29.178311
,48.852982
447.4694,3.272699
400.8688,4.886221
498.4796,31.216386
419.1828,40.005502
431.0902,6.653939
457.5371,7.550131
480.76,32.294896
451.9345,8.484324
443.3798,20.396481
445.9235,15.797042
408.9675,15.362571
473.1323,16.961991
400.9389,28.85603
473.2687,57.454329
409.2095,2.921122
443.341,28.017715
456.3162,31.796601
442.4592,29.862041
,56.497638
406.8008,32.657757
479.0595,7.204713
445.2955,5.762186
472.0406,24.092717
467.1682,22.762972
425.9249,35.69328
420.7724,17.933973
437.0126,41.461421
474.7534,44.455217
471.2172,25.908631
427.1103,56.728078
,1.590792
478.0294,11.658705
447.6161,33.788233
458.0057,48.093754
450.4633,27.880548
464.8214,12.469404
408.5997,33.331804
466.0646,3.658192
410.5628,21.499251
439.2759,38.171514
494.9772,44.149111
421.1714,46.299654
409.6316,10.150749
,21.58907
445.8447,1.114612
467.8172,37.977756
429.7715,41.8981
422.1075,30.388632
448.6043,12.49724
489.7623,11.15397
462.247,31.059823
473.989,51.48237
471.6058,17.137345
408.4431,24.372043
461.4284,20.274861
430.6272,31.833743
448.1866,12.221299
465.8765,35.343038
443.2191,7.211513
424.1999,46.636379
405.5501,38.318719
485.2084,36.974392
487.3095,23.285784
438.6742,10.084727
448.2321,52.60659
,12.352766
473.3597,48.555112
421.6085,39.608309
415.7159,43.411526
411.099,20.801536
419.4387,5.703768
454.5625,45.133138
482.3604,10.245778
457.3315,21.854822
490.5647,40.207091
404.9865,58.741745
499.6305,28.515858
441.5875,9.477719
422.2381,50.304054
498.7698,14.300327
428.9722,23.900052
421.2353,55.82764
487.4347,32.840485
461.3089,28.947335
409.8883,56.751356
498.7174,54.025031
414.4707,53.831443
439.8676,51.628145
449.9077,9.859153
438.4766,39.104543
420.6191,12.291557
456.7686,57.088523
460.2846,26.53454
498.3429,11.343188
420.1026,31.638768
455.0229,17.818864
412.0232,20.610153
473.279,9.037664
439.4159,31.713142
424.5027,7.921695
434.4264,54.984034
491.4423,14.616709
408.9494,1.710462
406.3213,39.21699
449.9927,48.349683
444.3357,56.275072
402.4937,46.735047
423.0653,16.152771
499.5072,15.011136
407.2156,16.433737
470.4583,51.767832
453.4439,48.788108
436.9705,3.085056
412.1852,15.510151
444.7757,35.435065
499.2078,42.263155
434.3047,32.250354
421.0808,14.758961
474.8021,28.232868
,21.386591
455.2899,38.343332
495.6009,34.069404
436.5573,50.841768
485.4877,10.784623
499.2958,59.04192
496.9376,15.303898
415.9705,31.833454
434.9189,44.417396
417.6526,46.076538
413.7985,8.519168
480.5409,38.473205
433.6391,26.420432
459.6045,52.5909
413.9626,21.80963
489.3315,29.751298
490.7425,25.646621
410.5471,47.457353
403.3538,33.484582
407.1578,10.250111
448.2056,44.19071
472.7342,39.699892
436.4675,6.895053
462.0092,55.013714
455.0736,14.949147
420.1613,49.193871
493.6792,2.426778
463.0127,41.813412
466.4473,37.273389
447.5473,7.387524
461.7557,10.467826
481.9961,15.122558
414.875,25.806115
411.7226,47.076756
407.3826,32.372297
414.6884,9.771579
449.7998,39.758837
402.7933,43.824131
429.2906,59.643506
429.7266,43.902249
409.6119,41.13207
456.166,5.958428
468.8979,16.508105
440.2513,46.251391
422.8213,30.500939
498.1244,8.396103
,39.508292
429.7952,46.988958
420.8831,29.671442
461.3501,11.571173
420.8189,27.819521
490.1772,56.954546
446.5117,13.124469
436.8877,12.285386
434.4738,44.472675
,20.386108
465.0627,38.655505
470.8095,56.322033
490.9439,36.90504
494.5029,7.895973
445.3247,57.838086
413.1894,26.794874
458.4226,51.618275
429.8392,44.335417
464.5196,48.790282
499.3047,44.766948
438.5007,41.944437
401.224,7.172649
427.43,53.652795
473.8276,18.257746
451.8032,41.403894
404.6649,37.728005
454.3752,36.845433
415.0352,40.292521
467.6142,10.389578
480.6665,58.652411
485.7506,26.727708
480.5437,27.353647
411.7733,17.029715
480.4132,24.828976
408.8268,29.973432
417.1666,
462.8605,16.48015
416.1917,3.514849
489.9697,39.501801
468.1641,
488.4841,11.385467
444.4729,
481.9429,41.169447
409.5035,6.735432
469.294,41.150813
465.1573,56.805009
415.0783,
410.5524,3.308691
486.3017,5.009897
454.0455,46.449094
402.7328,23.967312
470.5119,57.662481
402.2297,29.72399
428.6406,33.48845
482.7595,21.723238
,45.629111
440.4658,33.426705
,41.148531
463.1193,39.228344
479.0596,
436.4926,22.827441
482.2822,25.588974
473.795,17.141778
437.2302,29.860212
425.8919,3.728968
453.6841,58.333094
466.5037,56.22428
404.2109,31.843752
445.4202,35.244478
441.9667,49.807407
446.9493,26.017866
464.7821,10.455253
455.6751,36.859967
444.8334,4.125319
421.6046,51.580645
431.7374,14.922
405.239,42.546217
405.2172,53.958261
412.0682,49.874379
448.0316,13.36268
401.9277,19.669915
477.8437,59.270443
483.117,34.71602
486.5866,20.50472
472.4972,45.598972
473.763,21.045689
438.6761,23.99064
466.5171,15.812895
453.3598,28.021606
425.2164,48.641509
431.3342,39.018504
456.9394,57.619171
405.5641,30.054704
451.8375,33.176245
402.2625,2.820841
483.6393,10.955472
451.0235,20.46249
407.1832,10.938394
479.3885,4.338801
487.7831,6.523123
454.3817,30.065352
449.0025,49.869641
422.1223,58.495862
437.4933,59.044246
406.2522,20.407534
446.2675,7.461779
423.2954,
431.0489,50.207976
430.5872,47.146246
488.2988,7.551448
454.7036,17.27436
405.1394,44.242364
407.3389,10.048984
419.9164,2.00957
445.2287,59.608849
400.1769,51.244799
463.4233,8.131523
437.8744,33.139254
438.4878,33.869205
450.0958,54.443082
459.7038,12.945823
400.4208,18.099453
456.1098,47.794613
461.2023,30.775303
462.9834,21.184544
432.2293,27.887546
461.9763,22.87449
446.8743,10.249162
,8.640403
426.5972,11.140793
464.6433,28.53979
435.2211,45.743111
429.4252,15.169846
419.1503,38.843643
427.987,49.940902
484.9589,5.647042
,29.206525
463.2621,5.106984
417.4357,48.683425
424.9017,6.0444
480.9562,35.364139
441.3838,48.947584
488.036,15.618703
425.187,35.512216
462.2653,48.865325
424.1584,54.026976
456.3017,33.620419
420.1418,16.777598
466.5587,38.489604
499.765,32.917951
411.9651,59.814997
438.7936,23.991149
494.8618,
